BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
T000475,HON. DAVID A. TROTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0489690,TIETZ DOUGLAS D.,12/6/2016,12/6/2016,MEALS,9.95,2016,TIETZ DOUGLAS D.
T000475,HON. DAVID A. TROTT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/14/2017,AP,E0494404,RONDO MARLA M.,11/21/2016,12/4/2016,MEALS,16.87,2016,RONDO MARLA M.
T000465,HON. NIKI TSONGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,E0498047,PLATT ANNA C,2/21/2017,2/23/2017,MEALS,92.37,2017,PLATT ANNA C
T000465,HON. NIKI TSONGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0482068,ORTIZ WANDA P.,12/5/2016,12/8/2016,MEALS,19.29,2016,ORTIZ WANDA P.
T000465,HON. NIKI TSONGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/27/2017,AP,E0490500,CITIBANK GOV CARD SERVICE,12/7/2016,12/8/2016,MEALS,38.05,2016,CITIBANK GOV CARD SERVICE
T000465,HON. NIKI TSONGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/4/2017,AP,E0492359,CITIBANK GOV CARD SERVICE,12/7/2016,12/8/2016,MEALS,38.05,2016,CITIBANK GOV CARD SERVICE
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0483565,WILSON JEFFREY C,1/17/2017,1/17/2017,MEALS,14.52,2017,WILSON JEFFREY C
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0470403,CITIBANK GOV CARD SERVICE,10/5/2016,10/17/2016,MEALS,52.48,2016,CITIBANK GOV CARD SERVICE
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0470615,CITIBANK GOV CARD SERVICE,10/28/2016,11/8/2016,MEALS,127.01,2016,CITIBANK GOV CARD SERVICE
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/3/2017,AP,E0471369,CITIBANK GOV CARD SERVICE,11/4/2016,11/8/2016,MEALS,378.61,2016,CITIBANK GOV CARD SERVICE
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0478048,CITIBANK GOV CARD SERVICE,11/8/2016,11/8/2016,MEALS,15.65,2016,CITIBANK GOV CARD SERVICE
T000463,HON. MICHAEL R. TURNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0477257,CITIBANK GOV CARD SERVICE,12/15/2016,12/16/2016,MEALS,46.35,2016,CITIBANK GOV CARD SERVICE
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0477646,MIZNER JACOB B.,1/2/2017,1/4/2017,MEALS,44.67,2017,MIZNER JACOB B.
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0478592,MENDES JUSTIN G.,1/3/2017,1/5/2017,MEALS,59.93,2017,MENDES JUSTIN G.
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0479282,ROJEWSKI COLE J.,1/3/2017,1/3/2017,MEALS,21.03,2017,ROJEWSKI COLE J.
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/17/2017,AP,E0479014,WOLFE ALICIA G.,1/5/2017,1/9/2017,MEALS,33.44,2017,WOLFE ALICIA G.
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0481176,ROJEWSKI COLE J.,1/8/2017,1/14/2017,MEALS,45.62,2017,ROJEWSKI COLE J.
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0489065,ROJEWSKI COLE J.,1/17/2017,1/22/2017,MEALS,60.3,2017,ROJEWSKI COLE J.
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0489065,ROJEWSKI COLE J.,1/30/2017,2/2/2017,MEALS,38.4,2017,ROJEWSKI COLE J.
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/13/2017,AP,E0497328,ROJEWSKI COLE J.,2/27/2017,3/2/2017,MEALS,10.5,2017,ROJEWSKI COLE J.
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/13/2017,AP,E0497328,ROJEWSKI COLE J.,3/2/2017,3/3/2017,MEALS,4,2017,ROJEWSKI COLE J.
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,E0502502,ROJEWSKI COLE J.,3/21/2017,3/21/2017,MEALS,18.25,2017,ROJEWSKI COLE J.
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,E0477659,VETTER ANNA R,12/21/2016,12/21/2016,MEALS,16.36,2016,VETTER ANNA R
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,E0479301,ROJEWSKI COLE J.,1/2/2017,1/2/2017,MEALS,17.25,2017,ROJEWSKI COLE J.
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0481998,WALSH TIMOTHY,1/5/2017,1/9/2017,MEALS,48.7,2017,WALSH TIMOTHY
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/16/2017,AP,E0488014,WALSH TIMOTHY,1/30/2017,2/2/2017,MEALS,60.4,2017,WALSH TIMOTHY
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0496207,WALSH TIMOTHY,2/27/2017,3/2/2017,MEALS,53.05,2017,WALSH TIMOTHY
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,E0472265,WALSH TIMOTHY,12/5/2016,12/8/2016,MEALS,72.76,2016,WALSH TIMOTHY
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0492269,CITIBANK GOV CARD SERVICE,1/9/2017,1/12/2017,MEALS,22.2,2017,CITIBANK GOV CARD SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0492264,CITIBANK GOV CARD SERVICE,11/30/2016,11/30/2016,MEALS,22.61,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0493541,CITIBANK GOV CARD SERVICE,1/9/2017,1/9/2017,MEALS,33.87,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0493541,CITIBANK GOV CARD SERVICE,1/10/2017,1/10/2017,MEALS,28.51,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0493541,CITIBANK GOV CARD SERVICE,1/11/2017,1/11/2017,MEALS,17.05,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/3/2017,AP,E0493541,CITIBANK GOV CARD SERVICE,1/13/2017,1/13/2017,MEALS,19.36,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0494832,CITIBANK GOV CARD SERVICE,1/8/2017,1/8/2017,MEALS,10.32,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0494832,CITIBANK GOV CARD SERVICE,1/9/2017,1/9/2017,MEALS,37.1,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0494832,CITIBANK GOV CARD SERVICE,1/10/2017,1/10/2017,MEALS,30.58,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0494832,CITIBANK GOV CARD SERVICE,1/11/2017,1/11/2017,MEALS,11.64,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0494834,CITIBANK GOV CARD SERVICE,1/11/2017,1/11/2017,MEALS,18.39,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0494834,CITIBANK GOV CARD SERVICE,1/12/2017,1/12/2017,MEALS,11.44,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0494834,CITIBANK GOV CARD SERVICE,1/13/2017,1/13/2017,MEALS,22.19,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0501550,CITIBANK GOV CARD SERVICE,2/22/2017,2/22/2017,MEALS,35.09,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0501550,CITIBANK GOV CARD SERVICE,2/25/2017,2/25/2017,MEALS,20.3,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0501550,CITIBANK GOV CARD SERVICE,2/26/2017,2/26/2017,MEALS,21.39,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0501552,CITIBANK GOV CARD SERVICE,2/26/2017,2/26/2017,MEALS,18.94,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0499840,CITIBANK GOV CARD SERVICE,2/18/2017,2/18/2017,MEALS,28.32,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0499840,CITIBANK GOV CARD SERVICE,2/21/2017,2/21/2017,MEALS,16.19,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0499840,CITIBANK GOV CARD SERVICE,2/25/2017,2/25/2017,MEALS,21.91,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0499844,CITIBANK GOV CARD SERVICE,2/8/2017,2/8/2017,MEALS,18.6,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0500256,CITIBANK GOV CARD SERVICE,2/19/2017,2/19/2017,MEALS,32.12,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0500273,CITIBANK GOV CARD SERVICE,2/18/2017,2/18/2017,MEALS,13.44,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0500273,CITIBANK GOV CARD SERVICE,2/19/2017,2/19/2017,MEALS,17.14,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0500273,CITIBANK GOV CARD SERVICE,2/26/2017,2/26/2017,MEALS,23.55,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/29/2017,AP,E0500274,CITIBANK GOV CARD SERVICE,2/26/2017,2/26/2017,MEALS,10.95,2017,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0481427,CITIBANK GOV CARD SERVICE,12/18/2016,12/18/2016,MEALS,13.79,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0481427,CITIBANK GOV CARD SERVICE,12/19/2016,12/19/2016,MEALS,54.13,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/24/2017,AP,E0481504,CITIBANK GOV CARD SERVICE,12/18/2016,12/18/2016,MEALS,14.85,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0481545,CITIBANK GOV CARD SERVICE,12/18/2016,12/18/2016,MEALS,14.56,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0481545,CITIBANK GOV CARD SERVICE,12/19/2016,12/19/2016,MEALS,4.07,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/26/2017,AP,E0481545,CITIBANK GOV CARD SERVICE,12/20/2016,12/20/2016,MEALS,22.43,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0481673,CITIBANK GOV CARD SERVICE,12/14/2016,12/14/2016,MEALS,13.29,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0481673,CITIBANK GOV CARD SERVICE,12/19/2016,12/19/2016,MEALS,4.52,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0481673,CITIBANK GOV CARD SERVICE,12/20/2016,12/20/2016,MEALS,4.69,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0481673,CITIBANK GOV CARD SERVICE,12/21/2016,12/21/2016,MEALS,2.15,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/27/2017,AP,E0481673,CITIBANK GOV CARD SERVICE,12/22/2016,12/22/2016,MEALS,6.77,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0498771,CITIBANK GOV CARD SERVICE,12/28/2016,12/28/2016,MEALS,2,2016,CITIBANK GOV CARD SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/16/2017,AP,E0498771,CITIBANK GOV CARD SERVICE,12/29/2016,12/29/2016,MEALS,4.25,2016,CITIBANK GOV CARD SERVICE
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0479096,SCHAEFER SONJA A.,1/6/2017,1/6/2017,MEALS,17.53,2017,SCHAEFER SONJA A.
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0479100,NORVELL EMMA B.,1/6/2017,1/9/2017,MEALS,128.3,2017,NORVELL EMMA B.
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/27/2017,AP,E0487719,LOPEZ MARK A.,1/18/2017,1/21/2017,MEALS,29,2017,LOPEZ MARK A.
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/15/2017,AP,E0492375,LOPEZ MARK A.,1/27/2017,2/12/2017,MEALS,93.25,2017,LOPEZ MARK A.
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0498682,BAACK KORRY L.,2/21/2017,2/22/2017,MEALS,93.95,2017,BAACK KORRY L.
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/31/2017,AP,E0498690,SPICER KEVIN H.,1/6/2017,1/9/2017,MEALS,207.26,2017,SPICER KEVIN H.
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0472664,LOPEZ MARK A.,12/7/2016,12/7/2016,MEALS,8.33,2016,LOPEZ MARK A.
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/8/2017,AP,E0473073,LOPEZ MARK A.,12/20/2016,12/22/2016,MEALS,96.99,2016,LOPEZ MARK A.
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,E0479097,AVERY ELIZABETH S.,10/14/2016,10/14/2016,MEALS,20,2016,AVERY ELIZABETH S.
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,897364,LOPEZ MARK A.,12/7/2016,12/7/2016,MEALS,8.6,2016,LOPEZ MARK A.
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/28/2017,AP,E0487727,LOPEZ MARK A.,12/22/2016,12/22/2016,MEALS,10.66,2016,LOPEZ MARK A.
W000812,HON. ANN WAGNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,E0484095,WINSHIP JACQUELINE N,1/25/2017,1/25/2017,MEALS,22.21,2017,WINSHIP JACQUELINE N
W000812,HON. ANN WAGNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/21/2017,AP,E0487445,CITIBANK GOV CARD SERVICE,1/18/2017,1/18/2017,MEALS,8.88,2017,CITIBANK GOV CARD SERVICE
W000812,HON. ANN WAGNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/23/2017,AP,E0497738,WINSHIP JACQUELINE N,2/16/2017,2/16/2017,MEALS,7.49,2017,WINSHIP JACQUELINE N
W000812,HON. ANN WAGNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/6/2017,AP,E0473672,FEARS JORDAN M.,12/14/2016,12/14/2016,MEALS,35,2016,FEARS JORDAN M.
W000812,HON. ANN WAGNER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,E0477610,CITIBANK GOV CARD SERVICE,11/29/2016,12/2/2016,MEALS,13.28,2016,CITIBANK GOV CARD SERVICE
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/9/2017,AP,E0483562,HON. GREG WALDEN,1/17/2017,1/17/2017,MEALS,5.89,2017,HON. GREG WALDEN
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0488413,STRADER NICHOLAS L.,1/17/2017,1/22/2017,MEALS,87.55,2017,STRADER NICHOLAS L.
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/7/2017,AP,E0489051,BUSHUE RILEY J.,1/16/2017,1/22/2017,MEALS,99.74,2017,BUSHUE RILEY J.
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/8/2017,AP,E0494151,STILES MELISSA G.,1/16/2017,1/22/2017,MEALS,165.71,2017,STILES MELISSA G.
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/27/2017,AP,E0497413,HON. GREG WALDEN,1/14/2017,2/9/2017,MEALS,22,2017,HON. GREG WALDEN
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0497435,NOYES JORDEN D.,2/9/2017,2/22/2017,MEALS,88.54,2017,NOYES JORDEN D.
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0497438,STRADER NICHOLAS L.,2/9/2017,2/10/2017,MEALS,61.45,2017,STRADER NICHOLAS L.
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0497533,HON. GREG WALDEN,3/4/2017,3/4/2017,MEALS,8,2017,HON. GREG WALDEN
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/28/2017,AP,E0497537,WONSYLD MARISA A.,2/16/2017,2/16/2017,MEALS,7.99,2017,WONSYLD MARISA A.
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0470409,BUSHUE RILEY J.,10/19/2016,10/22/2016,MEALS,39.45,2016,BUSHUE RILEY J.
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/11/2017,AP,E0473401,MACDONALD BRIAN C.,12/18/2016,12/20/2016,MEALS,43.84,2016,MACDONALD BRIAN C.
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/23/2017,AP,E0477496,HON. GREG WALDEN,10/19/2016,10/22/2016,MEALS,31.14,2016,HON. GREG WALDEN
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/30/2017,AP,E0482170,HON. GREG WALDEN,11/14/2016,11/14/2016,MEALS,8,2016,HON. GREG WALDEN
W000791,HON. GREG WALDEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/5/2017,AP,E0482189,MACDONALD BRIAN C.,10/2/2016,10/4/2016,MEALS,54.32,2016,MACDONALD BRIAN C.
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/31/2017,AP,898460,MINOR JACK M.,1/8/2017,1/14/2017,MEALS,25.68,2017,MINOR JACK M.
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/2/2017,AP,897153,EMMONS JULIE S.,1/2/2017,1/3/2017,MEALS,38.81,2017,EMMONS JULIE S.
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/24/2017,AP,902278,MINOR JACK M.,1/30/2017,2/3/2017,MEALS,31.17,2017,MINOR JACK M.
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/22/2017,AP,907536,MINOR JACK M.,2/27/2017,3/2/2017,MEALS,24.51,2017,MINOR JACK M.
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,907041,LUGINBILL SCOTT,2/20/2017,2/22/2017,MEALS,58.84,2017,LUGINBILL SCOTT
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/30/2017,AP,908058,OLIVO RODOLPH,2/28/2017,3/1/2017,MEALS,52.35,2017,OLIVO RODOLPH
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,896367,CARSON DWAYNE D.,11/19/2016,11/26/2016,MEALS,107.98,2016,CARSON DWAYNE D.
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/5/2017,AP,896498,MINOR JACK M.,11/27/2016,12/2/2016,MEALS,21.55,2016,MINOR JACK M.
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/12/2017,AP,897022,WALKER ALEXA L.,8/24/2016,8/28/2016,MEALS,66.62,2016,WALKER ALEXA L.
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/13/2017,AP,896906,OLIVO RODOLPH,12/11/2016,12/14/2016,MEALS,278.62,2016,OLIVO RODOLPH
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/20/2017,AP,897407,LUGINBILL SCOTT,12/20/2016,12/21/2016,MEALS,16.59,2016,LUGINBILL SCOTT
W000819,HON. MARK WALKER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,2/3/2017,AP,900772,CARSON DWAYNE D.,12/19/2016,12/27/2016,MEALS,85.52,2016,CARSON DWAYNE D.
W000813,HON. JACKIE WALORSKI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/4/2017,AP,E0470853,MORRISSEY JOHN M.,10/10/2016,11/7/2016,MEALS,17.97,2016,MORRISSEY JOHN M.
W000813,HON. JACKIE WALORSKI,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,1/18/2017,AP,E0477395,SPAULDING BRIAN P.,12/8/2016,12/22/2016,MEALS,13.92,2016,SPAULDING BRIAN P.
W000820,HON. MIMI WALTERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/6/2017,AP,E0492615,SERSLEV NATHANIEL C.,1/31/2017,2/3/2017,MEALS,65.84,2017,SERSLEV NATHANIEL C.
W000820,HON. MIMI WALTERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,TRAVEL,3/17/2017,AP,E0496340,SIGLER ABIGAIL H.,2/20/2017,2/24/2017,MEALS,105.67,2017,SIGLER ABIGAIL H.
